local_15min,load_power,grid_power,battery_power,battery_energy,tariff_rate,cumulative_cost
2014-07-08 18:30:00,0.2390000000000001,2.3412404693454997e-11,0.2389999999765872,2.7457865467747156,0.12549749999999998,0.7961107157087182
2014-07-08 18:45:00,0.243,2.3147600384907744e-11,0.24299999997685134,2.68603654678057,0.12549749999999998,0.7961107157116232
2014-07-08 19:00:00,0.227,2.454948327929382e-11,0.22699999997545203,2.625286546786357,0.12549749999999998,0.796110715714704
2014-07-08 19:15:00,0.1359999999999999,2.680438401147374e-11,0.13599999997320072,2.5685365467924948,0.12549749999999998,0.7961107157180679
2014-07-08 19:30:00,0.17200000000000004,2.6738677018907224e-11,0.171999999973266,2.5345365467991954,0.12549749999999998,0.7961107157214236
2014-07-08 19:45:00,0.18799999999999994,2.661711542603099e-11,0.1879999999733868,2.491536546805879,0.12549749999999998,0.7961107157247639
2014-07-08 20:00:00,0.2270000000000001,2.5224963900050362e-11,0.2269999999747768,2.4445365468125333,0.12549749999999998,0.7961107157279296
2014-07-08 20:15:00,0.256,2.3212984628367943e-11,0.2559999999767859,2.3877865468188397,0.12549749999999998,0.7961107157308428
2014-07-08 20:30:00,0.181,2.6928751524889003e-11,0.18099999997307456,2.323786546824644,0.12549749999999998,0.7961107157342223
2014-07-08 20:45:00,0.16999999999999998,2.706456794150666e-11,0.16999999997293894,2.2785365468313756,0.12549749999999998,0.7961107157376188
2014-07-08 21:00:00,0.135,1.732330495613071e-10,0.1349999998267682,2.236036546838142,0.076155,0.7961107157508114
2014-07-08 21:15:00,0.2,1.5485141044224393e-10,0.1999999998451495,2.2022865468814503,0.076155,0.7961107157626041
2014-07-08 21:30:00,0.22,1.5225742311292317e-10,0.21999999984774332,2.1522865469201635,0.076155,0.7961107157741992
2014-07-08 21:45:00,0.256,1.4893400810252067e-10,0.25599999985106664,2.0972865469582285,0.076155,0.7961107157855413
2014-07-08 22:00:00,0.282,1.4746020100720105e-10,0.2819999998525403,2.0332865469954626,0.076155,0.7961107157967711
2014-07-08 22:15:00,0.46,1.3954200989407914e-10,0.4599999998604582,1.962786547032328,0.076155,0.7961107158073979
2014-07-08 22:30:00,0.449,1.403717469649813e-10,0.44899999985962835,1.847786547067214,0.076155,0.7961107158180879
2014-07-08 22:45:00,0.539,1.3930693345116572e-10,0.5389999998606932,1.7355365471023076,0.076155,0.7961107158286969
2014-07-08 23:00:00,0.629,1.3891552609339338e-10,0.6289999998610846,1.600786547137135,0.076155,0.796110715839276
2014-07-08 23:15:00,0.376,1.4436442076174796e-10,0.37599999985563587,1.4435365471718646,0.076155,0.79611071585027
2014-07-08 23:30:00,0.823,1.3873738618332003e-10,0.8229999998612626,1.3495365472079563,0.076155,0.7961107158608356
2014-07-08 23:45:00,0.464,1.4419369117904483e-10,0.4639999998558065,1.1437865472426414,0.076155,0.7961107158718167
2014-07-09 00:00:00,0.419,0.992790423027547,-0.5737904230275477,1.0277865472786907,0.06475,0.8603938957628504
2014-07-09 00:15:00,0.313,0.07472915975779428,0.23827084024220502,1.171234153035579,0.06475,0.8652326088571676
2014-07-09 00:30:00,0.522,0.07533422848111687,0.4466657715188824,1.1116664429750291,0.06475,0.8701105001513199
2014-07-09 00:45:00,0.519,2.8863341299705925e-11,0.518999999971141,1.0000000000953102,0.06475,0.8701105001531888
